0, 0, 0, arduino-1
1, 0, 1, arduino-1
-1, 0, 4, arduino-1
0.5, .866, 2, arduino-1
-0.5, .866, 3, arduino-1
-0.5,-.866, 5, arduino-1
0.5, -.866, 6, arduino-1
2, 0, 2, arduino-1
-2, 0, 4, arduino-1
1, 1.73, 2, arduino-1
0, 1.73, 2, arduino-1
0,-1.73, 5, arduino-1
-1, 1.73, 3, arduino-1
-1,-1.73, 5, arduino-1
1, -1.73, 2, arduino-1
1.5, .866, 2, arduino-1
-1.5, .866, 3, arduino-1
-1.5,-.866, 5, arduino-1
1.5, -.866, 6, arduino-1
